ID	NGenes	Direction	PValue	FDR	TERM
GO:0060575	20	Up	1.5387997741874524e-7	0.0012767421726433293	intestinal epithelial cell differentiation
GO:0048861	5	Up	7.426249132452638e-7	0.0023665120133390524	leukemia inhibitory factor signaling pathway
GO:0060677	9	Up	9.520305692456966e-7	0.0023665120133390524	ureteric bud elongation
GO:0030206	13	Up	1.1409000907986272e-6	0.0023665120133390524	chondroitin sulfate biosynthetic process
GO:0006953	19	Up	1.7026509549859396e-6	0.0026455159969712184	acute-phase response
GO:0009100	296	Up	1.913112689143945e-6	0.0026455159969712184	glycoprotein metabolic process
GO:0021516	21	Down	2.4910700809819294e-6	0.0029526297802724383	dorsal spinal cord development
GO:0018126	27	Up	2.9580063321059308e-6	0.0030678223171853635	protein hydroxylation
GO:1905563	6	Up	3.6536739940707164e-6	0.0033682814587560816	negative regulation of vascular endothelial cell proliferation
GO:0060539	8	Up	4.293515047634911e-6	0.0035623294350226858	diaphragm development
GO:0030193	44	Up	6.473087098851129e-6	0.004882473059924347	regulation of blood coagulation
GO:1900046	46	Up	7.842204997424677e-6	0.005422231238636045	regulation of hemostasis
GO:0061138	210	Up	9.949439584894304e-6	0.006350038479682157	morphogenesis of a branching epithelium
GO:1902396	7	Up	1.2186097205892891e-5	0.0069051545260578	protein localization to bicellular tight junction
GO:0031638	43	Up	1.5558445925989787e-5	0.0069051545260578	zymogen activation
GO:0061041	96	Up	1.597137688101585e-5	0.0069051545260578	regulation of wound healing
GO:0060426	8	Up	1.6382212528035762e-5	0.0069051545260578	lung vasculature development
GO:0021871	26	Down	1.6478448742936948e-5	0.0069051545260578	forebrain regionalization
GO:0051891	5	Up	1.693605452966418e-5	0.0069051545260578	positive regulation of cardioblast differentiation
GO:0002526	54	Up	1.735976111242391e-5	0.0069051545260578	acute inflammatory response
GO:0031077	9	Up	1.7477189953864506e-5	0.0069051545260578	post-embryonic camera-type eye development
GO:2000311	25	Down	1.934664660960701e-5	0.0072963239509049715	regulation of AMPA receptor activity
GO:0050818	48	Up	2.0422501936007957e-5	0.0073546292786644705	regulation of coagulation
GO:0006047	12	Up	2.1274087343370773e-5	0.0073546292786644705	UDP-N-acetylglucosamine metabolic process
GO:0003253	10	Up	2.3036181388441045e-5	0.007645247879195814	cardiac neural crest cell migration involved in outflow tract morphogenesis
GO:0060681	5	Up	2.41523315102251e-5	0.007707380559243756	branch elongation involved in ureteric bud branching
GO:1903034	133	Up	2.9050929417527303e-5	0.008499142772164335	regulation of response to wounding
GO:0072070	9	Down	2.9236739953686536e-5	0.008499142772164335	loop of Henle development
GO:0009225	31	Up	2.9706537349977787e-5	0.008499142772164335	nucleotide-sugar metabolic process
GO:1901341	7	Up	3.1175641493135716e-5	0.008526756112392992	positive regulation of store-operated calcium channel activity
GO:0030204	24	Up	3.185843551695586e-5	0.008526756112392992	chondroitin sulfate metabolic process
GO:0006486	172	Up	3.8868793000067834e-5	0.009772556833986753	protein glycosylation
GO:0043413	172	Up	3.8868793000067834e-5	0.009772556833986753	macromolecule glycosylation
GO:1905962	10	Down	4.021838367425798e-5	0.009814468510156426	glutamatergic neuron differentiation
GO:0048664	9	Down	4.214265210700227e-5	0.00999021670090851	neuron fate determination
GO:0001923	5	Up	4.801365448775124e-5	0.011065813646802002	B-1 B cell differentiation
GO:0048566	31	Up	5.610205085017224e-5	0.012580505835239975	embryonic digestive tract development
