ENSEMBL	logFC	logCPM	F	PValue	FDR	external_gene_name	description
ENSMUSG00000000001	-0.1214237178787564	7.864093987812939	1.1991614033778224	0.29527837115874694	0.6169947177933292	Gnai3	guanine nucleotide binding protein (G protein), alpha inhibiting 3 [Source:MGI Symbol;Acc:MGI:95773]
ENSMUSG00000000028	0.4212393709526337	5.246652997941448	4.182041002858414	0.06375578035114769	0.35681121888981593	Cdc45	cell division cycle 45 [Source:MGI Symbol;Acc:MGI:1338073]
ENSMUSG00000000031	-0.28372362276738755	10.583921699342831	0.2934931653593267	0.5990140591804605	0.8245357213421517	H19	H19, imprinted maternally expressed transcript [Source:MGI Symbol;Acc:MGI:95891]
ENSMUSG00000000037	-0.5797662619604051	1.6377527269608545	2.3726638540568534	0.1497812166504056	0.4748833811959129	Scml2	Scm polycomb group protein like 2 [Source:MGI Symbol;Acc:MGI:1340042]
ENSMUSG00000000056	-0.22652194055659738	5.716193793112369	2.1075844714444343	0.1725639311117581	0.5019921828984182	Narf	nuclear prelamin A recognition factor [Source:MGI Symbol;Acc:MGI:1914858]
ENSMUSG00000000058	-0.28014002665854576	0.7245103285798087	0.32382908052708415	0.57995687128167694	0.813856756050421	Cav2	caveolin 2 [Source:MGI Symbol;Acc:MGI:107571]
ENSMUSG00000000078	-0.5056888219766164	7.257510791234638	2.0905582259495232	0.1765410558452409	0.5052449204494559	Klf6	Kruppel-like factor 6 [Source:MGI Symbol;Acc:MGI:1346318]
ENSMUSG00000000085	0.09287070249232242	4.367598940250658	0.21923395556063605	0.6481312023539473	0.852868065391631	Scmh1	sex comb on midleg homolog 1 [Source:MGI Symbol;Acc:MGI:1352762]
ENSMUSG00000000088	0.20002961861256124	7.060422520864103	1.699850767356753	0.21710205085054315	0.5457048832520447	Cox5a	cytochrome c oxidase subunit 5A [Source:MGI Symbol;Acc:MGI:88474]
ENSMUSG00000000093	-0.5870424589823211	4.15723770905552	1.1589432810339215	0.3051977220966773	0.6246801607960563	Tbx2	T-box 2 [Source:MGI Symbol;Acc:MGI:98494]
ENSMUSG00000000094	0.2647713176176687	0.23750258462495363	0.0775423401412908	0.785570491412357	0.918161959604454	Tbx4	T-box 4 [Source:MGI Symbol;Acc:MGI:102556]
ENSMUSG00000000103	1.2964208514911733	-1.0518383293323963	1.4117330762006952	0.2580701551353728	0.5869785138480881	Zfy2	zinc finger protein 2, Y-linked [Source:MGI Symbol;Acc:MGI:99213]
ENSMUSG00000000120	-0.32520334790348165	5.411864895788322	0.5385353141422905	0.4787045302100813	0.7507808270476735	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16) [Source:MGI Symbol;Acc:MGI:97323]
ENSMUSG00000000125	0.8900973745880753	4.375757396511278	3.5123540954901595	0.08804815294153599	0.3943624481982347	Wnt3	wingless-type MMTV integration site family, member 3 [Source:MGI Symbol;Acc:MGI:98955]
ENSMUSG00000000126	-0.14676081401980848	3.7968127505283435	0.19229405087411877	0.6690097911954946	0.864380424466611	Wnt9a	wingless-type MMTV integration site family, member 9A [Source:MGI Symbol;Acc:MGI:2446084]
