ENSEMBL	logFC	logCPM	F	PValue	FDR	external_gene_name	description
ENSMUSG00000000001	0.018547889491414626	7.864057289697487	0.01429221003175167	0.9064059010383	0.996163541936426	Gnai3	guanine nucleotide binding protein (G protein), alpha inhibiting 3 [Source:MGI Symbol;Acc:MGI:95773]
ENSMUSG00000000028	-0.09249173136293962	5.246581433685213	0.26591752004323654	0.6135047021825462	0.978434223308371	Cdc45	cell division cycle 45 [Source:MGI Symbol;Acc:MGI:1338073]
ENSMUSG00000000031	0.906469335072188	10.58396966299102	1.6257907886554035	0.22158936298201087	0.9334004230014296	H19	H19, imprinted maternally expressed transcript [Source:MGI Symbol;Acc:MGI:95891]
ENSMUSG00000000037	0.2815889340108589	1.6426768708198325	0.7048066590412387	0.41418714795670564	0.9589734909290469	Scml2	Scm polycomb group protein like 2 [Source:MGI Symbol;Acc:MGI:1340042]
ENSMUSG00000000056	-0.3323302333317445	5.715928955903472	1.3596242010150883	0.2617144190310166	0.9374681009773863	Narf	nuclear prelamin A recognition factor [Source:MGI Symbol;Acc:MGI:1914858]
ENSMUSG00000000058	1.3620721769970592	0.7593078878269764	3.518305444508148	0.0801854420753193	0.9334004230014296	Cav2	caveolin 2 [Source:MGI Symbol;Acc:MGI:107571]
ENSMUSG00000000078	0.2584665670444525	7.257435343277869	0.552665770236337	0.46866020304958234	0.9639053513866491	Klf6	Kruppel-like factor 6 [Source:MGI Symbol;Acc:MGI:1346318]
ENSMUSG00000000085	0.16970065098024006	4.3684664646307745	0.7388227043697133	0.4033956142328824	0.9547028401377965	Scmh1	sex comb on midleg homolog 1 [Source:MGI Symbol;Acc:MGI:1352762]
ENSMUSG00000000088	-0.1898035705516218	7.0603314721199855	1.755538521843499	0.20476230272802023	0.9334004230014296	Cox5a	cytochrome c oxidase subunit 5A [Source:MGI Symbol;Acc:MGI:88474]
ENSMUSG00000000093	0.34206280887057094	4.155340066005385	0.20505641088477264	0.6571196049859938	0.98430725795865	Tbx2	T-box 2 [Source:MGI Symbol;Acc:MGI:98494]
ENSMUSG00000000094	0.7742368067868381	0.22260752353490018	0.4961802595269805	0.4919236025384466	0.9639053513866491	Tbx4	T-box 4 [Source:MGI Symbol;Acc:MGI:102556]
ENSMUSG00000000103	-0.9001387946029971	-1.0553564080719038	0.5421645599265366	0.5228304144832574	0.9666848849675553	Zfy2	zinc finger protein 2, Y-linked [Source:MGI Symbol;Acc:MGI:99213]
ENSMUSG00000000120	0.279670969174761	5.410808903052507	0.22447903096518526	0.6424375601675127	0.9815689736218549	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16) [Source:MGI Symbol;Acc:MGI:97323]
ENSMUSG00000000125	-0.666554051314211	4.371135687781136	0.3736254752882915	0.5501422838785734	0.9710505814166847	Wnt3	wingless-type MMTV integration site family, member 3 [Source:MGI Symbol;Acc:MGI:98955]
ENSMUSG00000000126	-0.3440748800621382	3.796994097956844	0.23190271977255428	0.6370330325358196	0.9808771071704568	Wnt9a	wingless-type MMTV integration site family, member 9A [Source:MGI Symbol;Acc:MGI:2446084]
ENSMUSG00000000127	0.026895394165637333	4.842043096416569	0.017471145179256332	0.8965775258336073	0.9955817510905527	Fer	fer (fms/fps related) protein kinase [Source:MGI Symbol;Acc:MGI:105917]
ENSMUSG00000000131	0.17027983963972432	6.2822128139224205	0.891165564214964	0.3599309340658231	0.9430001465987545	Xpo6	exportin 6 [Source:MGI Symbol;Acc:MGI:2429950]
ENSMUSG00000000134	0.3762990012268508	5.501777300078555	1.3574219023346186	0.2620917797939037	0.9377647347680546	Tfe3	transcription factor E3 [Source:MGI Symbol;Acc:MGI:98511]
